openalex_id,issn,issn_l,is_in_doaj,is_core,publisher_id,publisher
S134275830,0001-3714,0001-3714,False,False,P4310312526,Sociedade Brasileira de Microbiologia
S2764458511,0001-5113,0001-5113,False,True,,
S4210198485,0001-6012,0001-6012,True,False,,
S149074594,0001-7213,0001-7213,False,True,P4310314358,"University of Veterinary and Pharmaceutical Sciences, Brno"
S4210185992,0002-0591,0002-0591,True,False,P4310312477,Universidade Federal da Bahia
S4210210009,0002-3051,0002-3051,False,False,,
S182658835,0002-9920,0002-9920,False,True,P4310315719,American Mathematical Society
S4210203377,0004-0584,0004-0584,True,False,,
S2801039,0004-2749,0004-2749,False,True,P4310312269,Conselho Brasileiro de Oftalmologia
S163562665,0006-0887,0006-0887,False,False,P4310317726,Pontifical Biblical Institute
S35664357,0006-8705,0006-8705,False,True,P4310312006,Instituto Agronômico de Campinas
S4210169717,0009-7381,0009-7381,True,False,,
S112657114,0011-1503,0011-1503,False,False,P4310319631,"Instituto de Investigaciones Filosóficas, UNAM"
S46388605,0011-6297,0011-6297,False,True,,
S155983161,0011-748X,0011-748X,False,True,P4323431162,Defence Scientific Information and Documentation Centre
S4210172874,0012-1207,0012-1207,True,False,P4310313962,Deutscher Ärzte-Verlag
S114820257,0012-6772,0012-6772,True,True,,
S144292592,0016-710X,0016-710X,False,True,P4310320108,Springer Nature (Netherlands)
S165423279,0019-509X,0019-509X,False,True,P4310320448,Medknow
S122944797,0019-5359,0019-5359,False,True,P4310320448,Medknow
S26070724,0019-5413,0019-5413,False,True,P4310319900,Springer Science+Business Media
S2736772244,0019-557X,0019-557X,True,True,P4310320448,Medknow
S110809892,0020-8736,0020-8736,False,False,P4310311591,Socialist Workers Party
S2737990313,0021-5597,0021-5597,False,False,P4310320322,De Gruyter Open
S114430552,0021-9738,0021-9738,True,True,P4310320279,American Society for Clinical Investigation
S4210212179,0022-0140,0022-0140,True,True,P4310315945,Clemson University
S115516119,0022-1333,0022-1333,False,True,P4310319965,Springer Nature
S80339509,0022-3859,0022-3859,False,True,P4310320448,Medknow
S164277434,0022-9032,0022-9032,False,True,P4310320293,Via Medica
S2736488649,0022-9830,0022-9830,True,True,P4310314801,Croatian Society of Chemical Engineers
S158577884,0023-5954,0023-5954,False,True,P4310314340,Institute of Information Theory and Automation of the Czech Academy of Sciences
S4210232656,0024-9033,0024-9033,False,True,,
S4210178634,0025-0236,0025-0236,False,False,P4310320364,Akadémiai Kiadó
S25143868,0025-6153,0025-6153,False,True,P4366738116,Experimental Institute for Cereal Growing
S4210196054,0025-7729,0025-7729,False,False,,
S121341522,0025-8105,0025-8105,False,False,P4310322539,Serbian Medical Society
S2764910039,0026-1165,0026-1165,True,True,P4310313579,The Meteorological Society of Japan
S2751001067,0026-556X,0026-556X,False,False,P4310316882,Minnesota Medical Association
S162193870,0028-2715,0028-2715,True,False,P4310319250,Nepal Medical Association
S85107651,0028-3843,0028-3843,False,True,P4310320990,Elsevier BV
S13475779,0028-3886,0028-3886,False,True,P4310320448,Medknow
S145726047,0032-373X,0032-373X,False,True,P4310317397,Index Copernicus International S.A.
S96742272,0032-3772,0032-3772,False,True,P4322632806,Medycyna Praktyczna
S2739134625,0032-3780,0032-3780,False,True,P4310320322,De Gruyter Open
S109223824,0032-6585,0032-6585,False,True,P4310320322,De Gruyter Open
S4210211113,0033-2364,0033-2364,True,False,P4310317390,Polish Society of Mechanical Engineers and Technicians
S68537258,0033-2674,0033-2674,False,True,P4320800686,Polish Psychiatric Association
S1032369396,0033-698X,0033-698X,False,False,P4310315491,University of Concepción
S98174993,0034-7140,0034-7140,False,False,P4310312246,Fundação Getúlio Vargas
S148617929,0034-7299,0034-7299,False,False,P4310312431,Sociedade Brasileira de Otorrinolaringologia
S2738969755,0034-7515,0034-7515,False,False,P4310314881,Editorial Ciencias Médicas
S2738043998,0034-7531,0034-7531,False,False,P4310314881,Editorial Ciencias Médicas
S4306528390,0035-3299,0035-3299,False,False,,
S2764486302,0036-0473,0036-0473,False,False,P4310315838,Rutgers University Libraries
S182450478,0036-4665,0036-4665,False,True,P4310312331,University of São Paulo
S52866267,0038-0318,0038-0318,True,False,P4310321122,Institute for Byzantine Studies of the Serbian Academy of Sciences and Arts
S4210227071,0038-2329,0038-2329,False,False,P4310315351,Health and Medical Publishing Group
S2764643167,0039-3533,0039-3533,True,False,P4310320363,George A. Smathers Libraries
S2736724721,0041-8781,0041-8781,False,True,P4310312015,Universidade de São Paulo - FM/USP
S2739425593,0041-8811,0041-8811,True,False,,
S4210209196,0041-8935,0041-8935,False,False,,
S153126227,0041-9915,0041-9915,False,False,P4310320335,"University Library System, University of Pittsburgh"
S2764536579,0044-2011,0044-2011,False,False,P4310320322,De Gruyter Open
S27014582,0046-9939,0046-9939,True,False,P4310312025,Instituto de Pesca
S2764507459,0048-2706,0048-2706,False,False,P4310319270,Pakistan Cardiac Society
S2737866954,0048-749X,0048-749X,False,True,P4310316008,Southern Regional Science Association
S2737212440,0048-7619,0048-7619,True,False,P4310321135,Georg Thieme Verlag
S2912271296,0049-2930,2073-9826,False,True,P4310319333,Tamkang University
S86165655,0049-3449,0049-3449,False,False,P4310315505,Pontifical Catholic University of Chile
S87096862,0065-1400,0065-1400,False,True,P4310317444,Nencki Institute of Experimental Biology
S176982244,0065-1583,0065-1583,False,True,P4310317469,Wydawnictwo Uniwersytetu Jagiellońskiego
S2736954754,0067-9674,0067-9674,True,False,P4310315478,University of Chile
S4210196176,0072-0992,0072-0992,False,False,,
S165991124,0074-0276,0074-0276,True,True,P4310312016,"Instituto Oswaldo Cruz, Ministério da Saúde"
S39038373,0075-5222,2477-9628,True,False,P4310318780,University of Zulia
S61063144,0078-5466,0078-5466,False,True,P4310317492,Wrocław University of Science and Technology
S2764917397,0078-6578,0078-6578,False,False,,
S54202294,0079-4740,0079-4740,False,False,P4310320322,De Gruyter Open
S114438711,0080-6234,0080-6234,False,False,P4310312331,University of São Paulo
S4387286494,0081-9816,0081-9816,False,False,,
S58891722,0098-1818,0098-1818,False,False,P4310315937,Bureau of Labor Statistics
S4210172135,0100-1574,0100-1574,True,False,P4310312249,Fundação Carlos Chagas
S42168930,0100-3984,0100-3984,False,True,P4310311975,Colégio Brasileiro de Radiologia e Diagnóstico por Imagem
S62719711,0100-5405,0100-5405,False,True,P4310312095,Grupo Paulista de Fitopatologia
S2756221638,0100-6991,0100-6991,True,True,P4310311976,Brazilian College of Surgeons
S27045403,0100-736X,0100-736X,True,True,P4310312017,Colégio Brasileiro de Patologia Animal (CBPA)
S2497724177,0100-8404,0100-8404,False,True,P4310319900,Springer Science+Business Media
S4210223135,0101-2061,0101-2061,False,True,P4310312337,Sociedade Brasileira de Ciência e Tecnologia de Alimentos
S63371229,0101-3262,0101-3262,True,False,P4310312297,"Centro de Estudos Educação e Sociedade, CEDES"
S51819393,0101-3300,0101-3300,True,False,P4310311973,Brazilian Centre for Analysis and Planning
S4210223136,0101-4161,0101-4161,True,True,P4310312331,University of São Paulo
S2764440303,0101-4846,0101-4846,True,False,P4310319915,Universidade Federal de Santa Catarina
S187900846,0101-6083,0101-6083,False,True,P4310312331,University of São Paulo
S2738165242,0101-7136,0101-7136,False,False,P4310312360,Universidade Federal de Goiás
S4210208353,0101-8051,0101-8051,True,False,P4310312335,São Paulo State University
S108262941,0101-8108,0101-8108,False,False,P4310312120,Sociedade de Psiquiatria do Rio Grande do Sul
S43805471,0101-8175,0101-8175,False,False,P4310312350,Sociedade Brasileira de Zoologia
S4210181777,0101-8701,0101-8701,True,False,P4310312548,Federal University of Pernambuco
S4210226437,0101-9759,0101-9759,True,False,P4310312367,Federal University of Rio de Janeiro
S2738612362,0101-9880,0101-9880,False,False,P4310312387,Cidade Editora Científica Ltda
S75515220,0102-0536,0102-0536,False,True,P4310312005,Associação Brasileira de Olericultura
S4387282789,0102-1117,0102-1117,False,False,,
S2737026022,0102-2555,0102-2555,False,False,P4310312331,University of São Paulo
S66562390,0102-3586,0102-3586,False,False,P4310312248,Sociedade Brasileira de Pneumologia e Tisiologia
S100062655,0102-3772,0102-3772,True,True,P4310319809,University of Brasília
S4210168627,0102-4302,0102-4302,True,False,P4310319809,University of Brasília
S4210178807,0102-6267,0102-6267,False,False,P4310312571,Federal University of Rio Grande do Sul
S2739021707,0102-6445,0102-6445,True,False,P4310312129,"Centro de Estudos de Cultura Contemporânea, CEDEC"
S2737697108,0102-6909,0102-6909,False,False,P4310312388,National Association of Post-Graduate Research in Social Sciences
S4210226676,0102-695X,0102-695X,False,True,P4310319900,Springer Science+Business Media
S2736507771,0102-700X,0102-700X,True,False,P4310312551,Brazilian National Archives
S4210172669,0102-7638,0102-7638,True,True,P4310312582,Brazilian Society of Cardiovascular Surgery
S2738396575,0102-7735,0102-7735,False,False,P4310312338,Federal University of Rio Grande do Norte
S4210182390,0102-9460,0102-9460,False,True,P4310319677,Editora da Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS)
S2737465824,0103-0663,0103-0663,False,False,P4310312331,University of São Paulo
S3832347,0103-0752,0103-0752,False,True,P4310312298,Associação Brasileira de Estatística
S4210173119,0103-1414,0103-1414,False,False,P4310312364,University of Vale do Rio dos Sinos
S4210201439,0103-1538,0103-1538,True,False,P4310312382,Universidade Federal de Santa Maria
S2736568604,0103-1643,0103-1643,True,False,P4310319915,Universidade Federal de Santa Catarina
S64820383,0103-2100,0103-2100,True,False,P4310312537,Universidade Federal de São Paulo
S4210239584,0103-2674,0103-2674,True,False,P4310312241,Instituto Florestal
S2738198970,0103-5150,0103-5150,True,False,P4310312234,Pontifícia Universidade Católica do Paraná
S4210229268,0103-5665,0103-5665,False,False,,
S2764708084,0103-6513,0103-6513,False,True,P4310312389,Associação Brasileira de Engenharia de Produção
S4210208714,0103-7331,0103-7331,False,False,P4310312470,Universidade do Estado do Rio de Janeiro
S2736309657,0103-9121,0103-9121,False,False,P4310312567,Museu de Biologia Professor Mello Leitão
S139987866,0103-9733,0103-9733,False,True,P4310319900,Springer Science+Business Media
S4210175710,0104-0073,0104-0073,False,False,,
S27902081,0104-1428,0104-1428,True,True,P4310312096,Associação Brasileira de Polímeros
S4210197768,0104-303X,0104-303X,False,False,,
S4210227150,0104-3315,0104-3315,True,False,P4310312455,Universidade Federal do Paraná
S11235429,0104-4230,0104-4230,False,True,P4310311978,Brazilian Medical Association
S2738819186,0104-4478,0104-4478,False,True,P4310312455,Universidade Federal do Paraná
S2736562030,0104-4931,0104-4931,False,False,P4310312310,Universidade Federal de São Carlos
S4210200440,0104-6276,0104-6276,False,True,P4310312325,University of Campinas
S4210194793,0104-6578,0104-6578,False,False,,
S4210174506,0104-7043,0104-7043,False,False,P4310312187,Bahia State University
S54628610,0104-7760,0104-7760,False,False,P4310312300,Federal University of Lavras
S2739420042,0104-8023,0104-8023,False,False,P4310312471,Fluminense Federal University
S4210224284,0104-8481,0104-8481,False,False,P4310312307,Methodist University of Piracicaba
S4210229240,0104-8929,0104-8929,False,False,P4310312039,Federal University of Paraíba
S4210182544,0104-9224,0104-9224,False,True,P4310312368,Associação Brasileira de Soldagem
S4210217824,0104-9933,0104-9933,False,False,P4310312470,Universidade do Estado do Rio de Janeiro
S2737075772,0107-3753,0107-3753,False,False,P4310317213,Society of Media Researchers In Denmark
S178348653,0120-0534,0120-0534,False,True,P4310318843,Konrad Lorenz Fundación Universitaria
S4210213166,0120-0542,0120-0542,False,False,,
S2737038756,0120-0739,0120-0739,True,False,P4310318903,District University of Bogotá
S2737816741,0120-3045,0120-3045,True,False,P4310318911,National University of Colombia
S4306504641,0120-3630,0120-3630,True,False,P4310318911,National University of Colombia
S2738274098,0120-3916,0120-3916,True,False,P4310318922,National Pedagogic University
S4210179731,0120-4645,0120-4645,True,False,P4310318840,University of Valle
S4210192670,0120-6230,0120-6230,True,False,P4310318837,Universidad de Antioquia
S2898330737,0120-789X,0120-789X,True,False,P4310320000,Thieme Medical Publishers (Germany)
S1041805121,0120-8322,0120-8322,False,True,P4310318840,University of Valle
S4210221943,0120-8705,0120-8705,False,False,,
S4210217518,0120-971X,0120-971X,False,False,,
S4210168457,0121-0696,0121-0696,False,False,P4310318859,Universidad de Los Andes
S2737940936,0121-2494,0121-2494,True,False,P4310318922,National Pedagogic University
S4210236511,0121-3709,0121-3709,False,False,,
S4210173286,0121-3873,0121-3873,True,False,P4310318840,University of Valle
S2898136558,0121-4381,0121-4381,False,False,P4310315687,CIG Media Group
S4210218937,0121-4993,0121-4993,False,False,P4310318859,Universidad de Los Andes
S2736512303,0121-7372,0121-7372,True,False,,
S2736503076,0121-7488,0121-7488,False,False,P4310318871,Pedagogical and Technological University of Colombia
S2739254416,0121-8530,0121-8530,True,False,P4310318871,Pedagogical and Technological University of Colombia
S2738956033,0122-056X,0122-056X,True,False,P4310318839,National Training Service (Colombia)
S4210187728,0122-3461,0122-3461,False,False,,
S2739441033,0122-5197,0122-5197,False,False,P4310318872,Pontifical Xavierian University
S4210177683,0122-7610,0122-7610,True,False,P4310318891,University of Cordoba
S4210227255,0123-3475,1909-8758,True,False,P4310318911,National University of Colombia
S4210233829,0123-4072,0123-4072,True,False,P4310318851,Universidad de Manizales
S4210213700,0123-6458,0123-6458,False,False,P4310318858,Universidad Externado de Colombia
S4210198414,0123-7047,0123-7047,True,False,,
S2737364899,0123-9015,0123-9015,False,False,P4310320990,Elsevier BV
S2736815883,0124-0781,0124-0781,True,False,P4310318856,Autonomous University of Bucaramanga
S2739118867,0124-4639,0124-4639,True,False,P4310318918,Our Lady of the Rosary University
S4210220943,0124-7492,0124-7492,True,False,P4310318875,Universidad de San Buenaventura
S4210212028,0125-152X,0125-152X,False,False,P4310319392,Mahidol University
S132817738,0125-8281,0125-8281,False,True,P4310319385,Chulalongkorn University
S2737303602,0125-961X,0125-961X,False,False,P4310315052,Indonesian Institute of Sciences
S2739113254,0125-9695,0125-9695,False,False,P4310315050,National Institute of Health Research and Development
S4210178586,0125-9717,0125-9717,False,False,P4310315092,"Kementerian Kesehatan, Badan Penelitian dan Pengembangan Kesehatan, Pusat Teknologi Terapan Kesehatan dan Epidemiologi Klinik"
S4210193143,0125-9849,0125-9849,False,False,P4310315052,Indonesian Institute of Sciences
S2738275830,0126-0235,0126-0235,True,False,P4310314997,Brawijaya University
S2764828112,0126-1312,0126-1312,True,False,P4310314959,Gadjah Mada University
S4387287372,0126-1894,0126-1894,False,False,P4310312730,Institute of Computer Science
S4210169836,0126-513X,0126-513X,False,False,,
S4220651889,0126-8643,0126-8643,False,False,,
S2738499402,0128-0198,0128-0198,True,False,P4310322443,UKM Press
S4210184380,0128-1976,0128-1976,False,False,P4310319811,Emerald Publishing Limited
S4210175110,0128-4428,0128-4428,False,False,,
S2737200839,0128-4878,0128-4878,False,False,P4310321503,"IIUM Press, International Islamic University Malaysia"
S4210171635,0136-0027,0136-0027,False,False,,
S124713461,0144-8463,0144-8463,True,True,P4310311608,Portland Press
S51527640,0161-0457,0161-0457,False,True,P4310320595,Wiley
S128934584,0166-0616,0166-0616,False,True,P4310320990,Elsevier BV
S170571218,0185-1101,0185-1101,False,False,P4310319658,National Autonomous University of Mexico
S2737940676,0185-1616,0185-1616,False,False,P4310319658,National Autonomous University of Mexico
S125733402,0185-1667,0185-1667,False,True,P4310320990,Elsevier BV
S2898160451,0185-1918,0185-1918,True,False,P4310320990,Elsevier BV
S2898357253,0185-2620,0185-2620,True,False,P4310319658,National Autonomous University of Mexico
S2737785627,0185-3082,0185-3082,True,False,P4310319658,National Autonomous University of Mexico
S2737460711,0186-0348,0186-0348,False,False,P4310319611,Instituto de Investigaciones Dr. José María Luis Mora
S2898232462,0187-358X,0187-358X,True,False,P4310319658,National Autonomous University of Mexico
S2737284857,0187-4519,0187-4519,True,False,P4310320990,Elsevier BV
S4210196231,0188-2503,0188-2503,False,False,P4310319658,National Autonomous University of Mexico
S4210171562,0188-252X,0188-252X,True,False,P4310319650,University of Guadalajara
S2736337694,0188-6266,0188-6266,False,False,P4310319589,Universidad de Guanajuato
S4306522755,0188-7742,0188-7742,False,False,,
S4404533589,0188-8145,0188-8145,False,False,P4310318837,Universidad de Antioquia
S145577349,0188-8897,0188-8897,False,False,P4310319590,Universidad Autónoma Metropolitana
S4210208822,0188-9532,0188-9532,False,False,,
S2737346852,0210-492X,0210-492X,True,False,P4310321101,Q16572876
S82927919,0210-5233,0210-5233,False,False,P4310322205,Centro de Investigaciones Sociológicas
S4210188291,0211-5735,0211-5735,True,False,P4310312277,SciELO
S4306521251,0211-6057,0211-6057,False,False,,
S4210186371,0211-9536,0211-9536,False,False,P4310321044,University of Granada
S108953488,0212-1611,0212-1611,True,True,P4310322006,Arán Ediciones
S4210206075,0212-4408,0212-4408,False,False,P4310321134,Editorial Universidad de Sevilla
S4210219981,0212-8594,0212-8594,True,False,P4310321134,Editorial Universidad de Sevilla
S187497233,0212-9728,0212-9728,False,False,P4310321041,Servicio de Publicaciones
S4210215997,0213-2397,0213-2397,False,False,,
S26676506,0213-6163,0213-6163,False,True,P4310320990,Elsevier BV
S4306526686,0214-0489,0214-0489,False,False,,
S2737502263,0214-4212,0214-4212,False,False,P4310321132,University of Cádiz
S4210193293,0214-4824,0214-4824,False,False,P4310321137,University of Castile-La Mancha
S2737924894,0214-7351,0214-7351,False,False,P4310321022,University of Barcelona
S4210167485,0214-9141,0214-9141,True,False,P4310321181,University of Lleida
S4306505017,0215-0824,0215-0824,False,False,,
S2764470647,0215-0883,0215-0883,False,False,P4310315073,Pusat Penelitian dan Pengembangan Perikanan
S4210220271,0215-0905,0215-0905,True,False,P4310315015,Petra Christian University
S4306519469,0215-1677,0215-1677,False,False,P4310314920,Bogor Institute of Agriculture
S4210184521,0215-4706,0215-4706,False,False,,
S2737093457,0215-840X,0215-840X,True,False,P4310315154,Airlangga University Press
S4210169838,0215-9066,0215-9066,False,False,,
S4210205994,0216-0749,0216-0749,False,False,P4310314913,Indonesian Aquaculture Society
S4210234377,0216-3241,0216-3241,False,False,P4310315178,Ganesha University of Education
S4210191561,0216-3780,0216-3780,False,False,P4310314983,Trisakti University
S2738560451,0216-6461,0216-6461,False,False,P4310314951,Pusat Penelitian dan Pengembangan Peternakan
S4210208281,0216-6747,0216-6747,True,False,P4310315253,Universitas Islam Sultan Agung
S4210238144,0216-8138,0216-8138,False,False,P4310315178,Ganesha University of Education
S4210195087,0216-8685,0216-8685,False,False,P4310315290,Politeknik Negeri Semarang
S4210169162,0216-9517,0216-9517,False,False,P4310315159,University of Trunojoyo Madura
S4306525827,0218-5180,0218-5180,False,True,,
S47888504,0233-7657,0233-7657,False,False,P4310322512,Institute of Molecular Biology and Genetics of NASU
S4210176926,0235-4160,0235-4160,True,False,P4310312600,"Publishing house ""Ophthalmology"""
S4210172056,0236-2910,0236-2910,False,False,P4310312616,National Research Mordovia State University
S4210213585,0239-4170,0239-4170,False,False,,
S99612230,0250-4707,0250-4707,False,True,P4310319900,Springer Science+Business Media
S87963693,0250-474X,0250-474X,False,True,P4310320448,Medknow
S65171370,0250-5991,0250-5991,False,True,P4310319900,Springer Science+Business Media
S44378360,0250-6335,0250-6335,False,True,P4310319965,Springer Nature
S2738245935,0252-1962,0252-1962,False,False,P4310314875,University of Havana
S154457994,0253-0716,0253-0716,True,True,P4310319077,Shiraz University of Medical Sciences
S77209346,0253-2964,0253-2964,False,True,P4310320595,Wiley
S157804282,0253-4126,0253-4126,False,True,P4310319900,Springer Science+Business Media
S4210233340,0253-4142,0253-4142,False,True,P4310319965,Springer Nature
S2737830659,0253-5645,0253-5645,True,False,P4310314888,Instituto Superior Politécnico José A. Echeverría
S4306526988,0253-5696,0253-5696,True,False,P4310314864,Jardín botánico Nacional de Cuba
S4306527066,0253-570X,0253-570X,True,False,,
S44261829,0253-7176,0253-7176,True,True,P4310320017,SAGE Publishing
S179732398,0253-7184,0253-7184,False,True,P4310320448,Medknow
S112348374,0253-7613,0253-7613,False,True,P4310320448,Medknow
S2764359028,0253-9950,0253-9950,True,False,P4310319982,Science Press
S997202892,0254-0770,0254-0770,True,False,P4310318780,University of Zulia
S2764899028,0254-1807,0254-1807,True,False,,
S2737651428,0254-3486,0254-3486,False,False,P4310315322,AOSIS
S4210175713,0254-4415,0254-4415,True,False,P4310318237,Pontifical Catholic University of Peru
S4210208263,0254-9220,0254-9220,True,False,,
S91650206,0256-2499,0256-2499,False,True,P4310319900,Springer Science+Business Media
S38672802,0256-4602,0256-4602,False,True,P4310320547,Taylor & Francis
S4210175528,0256-7024,0256-7024,True,False,P4310319187,University of Costa Rica
S2738905601,0265-1602,0265-1602,False,True,P4310311683,Schools Health Education Unit
S71584477,0273-0979,0273-0979,False,True,P4310315719,American Mathematical Society
S35392927,0278-0240,0278-0240,False,True,P4310319869,Hindawi Publishing Corporation
S38260205,0289-8063,0289-8063,False,True,,
S2765023813,0300-1652,0300-1652,False,True,P4310320448,Medknow
S69770752,0300-8932,0300-8932,False,True,P4310320990,Elsevier BV
S2739452747,0301-0406,0301-0406,False,False,P4310312360,Universidade Federal de Goiás
S2898153572,0301-7036,0301-7036,True,False,P4310320990,Elsevier BV
S124278815,0301-732X,0301-732X,False,False,P4310315531,Austral University of Chile
S2736662123,0303-1896,0303-1896,True,False,,
S61760738,0303-464X,0303-464X,False,True,P4310318458,Sociedade Portuguesa de Reumatologia
S193541729,0304-4289,0304-4289,False,True,P4310319900,Springer Science+Business Media
S2898574612,0313-5926,0313-5926,False,True,P4310320990,Elsevier BV
S90678448,0318-6431,0318-6431,False,True,P4310313082,University of Alberta
S4210176360,0325-0725,0325-0725,True,False,,
S4306501930,0325-1721,0325-1721,False,False,,
S4210239098,0325-8203,0325-8203,True,False,,
S53264572,0326-1301,0326-1301,True,False,P4310318152,Sociedad Argentina de Análisis Filosófico (SADAF)
S2737892907,0326-4610,0326-4610,False,False,P4310320990,Elsevier BV
S2738418635,0326-551X,0326-551X,False,False,P4310318150,Asociación Herpetológica Argentina
S2738851213,0327-5108,0327-5108,True,False,P4310318138,Universidad Nacional del Comahue
S4210239955,0327-5752,0327-5752,True,False,P4310318191,University of Buenos Aires
S2738669136,0327-6627,0327-6627,False,False,P4310318110,Colegio de Graduados en Antropología de la República Argentina
S180067828,0327-6716,0327-6716,False,False,P4383805606,Aigle Foundation
S4210186917,0328-6169,0328-6169,True,False,P4310318184,Uiversidad Nacional de La Plata
S2737752361,0328-6223,0328-6223,False,False,P4310318145,National University of La Plata
S4210169273,0328-8773,0328-8773,True,False,P4310318191,University of Buenos Aires
S2739210528,0329-2142,0329-2142,False,False,P4310318191,University of Buenos Aires
S2736928689,0329-8922,0329-8922,True,False,P4310318164,National University of Misiones
S4210205502,0341-0145,0341-0145,False,False,P4310313846,State Museum of Natural History Stuttgart
S2736698024,0350-0373,0350-0373,True,False,P4310321659,"Economics institute, Belgrade"
S2764788529,0350-2112,0350-2112,True,False,,
S4210199365,0350-6886,0350-6886,False,False,,
S4210219852,0350-7653,0350-7653,True,False,P4310321986,Institute for Balkan Studies
S81029994,0351-2851,0351-2851,False,False,P4310314480,Society for Observation and Study of Birds of Slovenia
S4393914664,0351-3254,0351-3254,False,False,,
S2738762936,0351-4285,0351-4285,False,False,P4310314491,Beletrina Academic Press
S4210172771,0352-5732,0352-5732,False,False,,
S198620782,0352-7875,0352-7875,True,False,P4310314778,Croatian Philosophical Society
S4210220581,0352-9509,0352-9509,False,False,P4310314835,Croatian Academy of Sciences and Arts
S4210193861,0353-4642,0353-4642,True,False,P4310314755,University of Rijeka
S2738797020,0353-4707,0353-4707,False,False,P4310314793,"University of Zagreb,  Faculty of Graphic Arts"
S4210187577,0353-4790,0353-4790,True,False,P4310314828,"Faculty of Economics & Business, Zagreb, CROMAR (Croatian Union of Marketing Associations)"
S52244811,0353-6483,0353-6483,True,True,P4310314512,Slovenia
S4210177483,0353-765X,0353-765X,False,False,,
S4210230530,0354-4605,0354-4605,False,False,,
S4210167525,0354-4656,0354-4656,False,True,,
S2737634444,0363-3640,0363-3640,True,False,P4310319353,National Taiwan Normal University
S4210188639,0365-1118,0365-1118,False,False,P4310317260,University of Life Sciences in Lublin
S2764576156,0365-3439,0365-3439,True,False,P4310319022,Razi Vaccine and Serum Research Institute
S2755649941,0365-6691,0365-6691,False,True,P4310320990,Elsevier BV
S4210183098,0365-8104,0365-8104,False,False,P4310320331,Galenos Yayinevi
S4210228917,0368-4814,0368-4814,False,False,P4310312788,ECO-vector
S4210223158,0370-4467,0370-4467,False,True,P4310312277,SciELO
S4210200010,0370-6583,0370-6583,True,False,P4310312212,Rio de Janeiro Botanical Garden Research Institute
S2737452524,0374-0676,0374-0676,False,True,P4310315430,Konkoly Observatory
S4210188685,0374-0730,0374-0730,False,False,,
S52086871,0377-4929,0377-4929,True,True,P4310320448,Medknow
S4210191405,0377-9777,0377-9777,False,False,,
S4210168946,0378-2905,0378-2905,True,False,P4310318375,Ankara University
S3035004900,0378-603X,0378-603X,True,True,P4310319900,Springer Science+Business Media
S36470231,0378-6323,0378-6323,False,True,P4310320448,Medknow
S73848604,0379-5284,0379-5284,False,True,P4310319313,Ministry of Defence and Aviation
S89594170,0380-1489,0380-1489,False,True,P4310319965,Springer Nature
S4210197794,0386-2208,0386-2208,False,True,P4324114469,Japan Academy
S205684615,0386-300X,0386-300X,False,True,P4310313111,Okayama University
S2736927231,0392-8764,0392-8764,False,True,P4310312982,International Information and Engineering Technology Association
S4210224252,0424-7116,0424-7116,True,True,,
S4210168315,0424-7558,0424-7558,False,False,P4310314796,Hrvatsko društvo ekonomista
S2737304153,0424-9674,0424-9674,False,False,P4310319226,Universidad Centroamericana de Managua
S4210205970,0436-0265,0436-0265,False,False,P4310315297,Persatuan Ahli Gizi Indonesia (PERSAGI)
S2737563480,0452-599X,0452-599X,False,False,P4310320322,De Gruyter Open
S2737587141,0454-8124,0454-8124,False,True,P4310319447,Kyungpook National University
S2737545834,0464-1086,0464-1086,True,False,P4310317397,Index Copernicus International S.A.
S2764724097,0473-0992,0473-0992,False,False,,
S2736520738,0474-9588,0474-9588,False,True,P4310322584,Ediuno (Ediciones de la Universidad de Oviedo)
S4210168151,0482-3206,0482-3206,False,True,P4310320631,Royal Medical Society
S4210188031,0524-6881,0524-6881,False,False,P4310314295,Masaryk University
S4210171837,0534-0012,0534-0012,False,True,P4310321594,Serbian Genetics Society
S2755767643,0539-6115,0539-6115,True,True,P4310320990,Elsevier BV
S2764498445,0554-5579,0554-5579,True,False,P4310314853,University of Montenegro
S4210212990,0554-5587,0554-5587,False,False,,
S4210205254,0555-1137,0555-1137,False,False,,
S4210170124,0561-7332,0561-7332,False,True,,
S4393915515,0563-8682,0563-8682,False,False,,
S12967714,0568-3939,0568-3939,True,False,,
S2736817285,0572-3043,0572-3043,False,False,P4310314199,Prague University of Economics and Business
S2739286045,0577-7402,0577-7402,False,False,P4310311953,Editorial Board of Medical Journal of Chinese People's Liberation Army
S101964497,0579-9384,0579-9384,False,False,,
S4210178294,0584-9063,0584-9063,True,False,P4310314831,Croatian Dairy Union
S170510236,0584-9888,0584-9888,True,False,P4310321122,Institute for Byzantine Studies of the Serbian Academy of Sciences and Arts
S63733671,0587-4246,0587-4246,False,True,P4310317485,Polish Academy of Sciences
S4306531848,0712-8657,0712-8657,False,True,,
S4210232918,0716-0488,0716-0488,False,False,,
S2737694596,0716-1077,0716-1077,False,False,P4310315478,University of Chile
S4210231868,0716-1417,0716-1417,False,True,,
S4210201623,0716-1832,0716-1832,True,False,P4310315478,University of Chile
S4210232411,0716-2952,0716-2952,False,False,P4310315505,Pontifical Catholic University of Chile
S121660858,0716-4254,0716-4254,False,False,P4310315521,Universidad de Los Lagos
S4210215706,0716-5811,0716-5811,True,False,,
S4210218825,0716-5927,0716-5927,False,False,,
