openalex_id,issn,issn_l,is_in_doaj,is_core,publisher_id,publisher
S99837019,2029-574X,1822-9530,False,False,,
S2737765562,2029-5820,2029-0470,True,False,P4310320619,VERSUS AUREUS
S4210176903,2029-6320,2029-6320,False,False,P4310317518,Vilnius Gediminas Technical University
S4210176903,2029-6339,2029-6320,False,False,P4310317518,Vilnius Gediminas Technical University
S4210232468,2029-6932,2029-6932,False,False,P4310317519,Scientia Socialis Ltd
S2764476888,2029-7203,1648-2824,True,False,P4310317509,Kaunas University of Technology
S2736436597,2029-8447,1392-6241,False,False,P4310320322,De Gruyter Open
S4210221466,2029-8587,2029-8587,False,True,P4310317519,Scientia Socialis Ltd
S4210178318,2029-9001,2029-3569,False,False,P4310319789,Mykolas Romeris University
S4210188032,2031-356X,0772-0793,False,False,P4310320561,Brill
S2764911163,2033-6403,2033-6403,False,True,,
S2764911163,2033-6772,2033-6403,False,True,,
S4210220176,2034-9491,2034-9491,False,False,P4310321106,Université catholique de Louvain
S2736921444,2035-0031,2035-0031,False,False,,
S189447527,2035-6005,2036-7996,False,True,P4310319913,PAGEPress (Italy)
S2737210337,2035-7109,2035-7109,False,False,,
S43955410,2035-813X,2035-813X,False,True,P4324273114,Wichtig Publishing Srl
S2738899378,2035-8504,2035-8504,False,False,P4310317746,Naples Eastern University
S183301237,2036-2641,2036-2641,False,True,P4310319913,PAGEPress (Italy)
S183301237,2036-265X,2036-2641,False,True,P4310319913,PAGEPress (Italy)
S89916932,2036-7376,2036-7376,False,True,P4310319913,PAGEPress (Italy)
S89916932,2036-7384,2036-7376,False,True,P4310319913,PAGEPress (Italy)
S46348895,2036-7414,2036-7414,True,True,P4310319913,PAGEPress (Italy)
S46348895,2036-7422,2036-7414,True,True,P4310319913,PAGEPress (Italy)
S4210218401,2036-7481,2036-7481,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S56691543,2036-7511,2036-7511,False,True,P4310319913,PAGEPress (Italy)
S56691543,2036-752X,2036-7511,False,True,P4310319913,PAGEPress (Italy)
S189447527,2036-7996,2036-7996,False,True,P4310319913,PAGEPress (Italy)
S4210211015,2037-0164,2037-0164,True,True,P4310319913,PAGEPress (Italy)
S4306512383,2037-0504,2037-0504,False,False,,
S4306512383,2037-0512,2037-0504,False,False,,
S2737535254,2038-0909,2038-0909,False,True,P4310317471,Sciendo
S2738434366,2038-3150,2038-3150,True,False,P4310320196,Firenze University Press
S2739402792,2038-5498,2038-5498,True,False,P4310317720,Pavia University Press
S4210169343,2038-8314,1121-3086,True,True,P4310319913,PAGEPress (Italy)
S4210213266,2038-9477,2038-9477,False,True,P4310319913,PAGEPress (Italy)
S4210213266,2038-9485,2038-9477,False,True,P4310319913,PAGEPress (Italy)
S4210230641,2038-9493,2038-9493,False,True,P4310319913,PAGEPress (Italy)
S4210230641,2038-9507,2038-9493,False,True,P4310319913,PAGEPress (Italy)
S4210175517,2038-9515,2038-9515,False,True,P4310319913,PAGEPress (Italy)
S4210175517,2038-9523,2038-9515,False,True,P4310319913,PAGEPress (Italy)
S4210192137,2038-9531,2038-9531,False,True,P4310319913,PAGEPress (Italy)
S4210192137,2038-954X,2038-9531,False,True,P4310319913,PAGEPress (Italy)
S4210230799,2038-9558,2038-9558,False,True,P4310319913,PAGEPress (Italy)
S4210230799,2038-9566,2038-9558,False,True,P4310319913,PAGEPress (Italy)
S4210207374,2038-9582,2038-9582,True,True,P4310319913,PAGEPress (Italy)
S4210209389,2038-9655,2038-9655,False,True,P4310319913,PAGEPress (Italy)
S4210209389,2038-9663,2038-9655,False,True,P4310319913,PAGEPress (Italy)
S4210192713,2038-9671,2038-9671,False,True,P4310319913,PAGEPress (Italy)
S4210192713,2038-968X,2038-9671,False,True,P4310319913,PAGEPress (Italy)
S2764820652,2038-9698,2038-9698,False,True,P4310319913,PAGEPress (Italy)
S2764820652,2038-9701,2038-9698,False,True,P4310319913,PAGEPress (Italy)
S2737026863,2039-0491,2039-0491,True,False,P4310317646,Festival Architettura Edizioni
S2737721101,2039-1676,2039-1676,True,False,P4310317591,SantaMaria Valsecchi VIzzardi -Studio legale associato
S2764887140,2039-2117,2039-2117,False,False,P4322696505,Mediterranean Center of Social and Educational Research
S4210184543,2039-439X,2039-439X,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210184543,2039-4403,2039-439X,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210227573,2039-4438,2039-4438,False,True,P4310319913,PAGEPress (Italy)
S4210227573,2039-4446,2039-4438,False,True,P4310319913,PAGEPress (Italy)
S4210206606,2039-4764,2039-4764,False,True,P4310319913,PAGEPress (Italy)
S4210206606,2039-4772,2039-4764,False,True,P4310319913,PAGEPress (Italy)
S4210168319,2039-7879,1129-8596,False,True,P4310317625,Associazione Italiana di Telerilevamento (AIT)
S2764887140,2039-9340,2039-2117,False,False,P4322696505,Mediterranean Center of Social and Educational Research
S201936961,2040-2066,0956-3202,False,True,P4310320017,SAGE Publishing
S36625193,2040-2295,2040-2295,False,True,P4310319869,Hindawi Publishing Corporation
S36625193,2040-2309,2040-2295,False,True,P4310319869,Hindawi Publishing Corporation
S47576590,2040-7378,2040-7378,False,True,P4310320256,BioMed Central
S2764376594,2040-7459,2040-7459,False,True,P4323283981,Maxwell Scientific Publications
S2764376594,2040-7467,2040-7459,False,True,P4323283981,Maxwell Scientific Publications
S4210174559,2041-0484,2041-0484,False,False,,
S4210168654,2041-076X,2041-076X,False,False,,
S4210168654,2041-0778,2041-076X,False,False,,
S40440779,2041-2223,2041-2223,False,True,P4310320256,BioMed Central
S4210226602,2041-2894,2041-2894,False,False,,
S4210226602,2041-2908,2041-2894,False,False,,
S4210226494,2041-3106,2041-3106,False,False,,
S4210226494,2041-3114,2041-3106,False,False,,
S4210189123,2041-3122,2041-3122,False,False,,
S4210205455,2041-3238,2041-3238,False,False,,
S4210205455,2041-3246,2041-3238,False,False,,
S4210195894,2041-3882,2041-3882,False,False,,
S4210195894,2041-3890,2041-3882,False,False,,
S4210189597,2041-8744,2041-8744,False,False,,
S4210189597,2041-8752,2041-8744,False,False,,
S139077791,2041-9414,2041-9414,False,True,P4310320256,BioMed Central
S155709873,2042-003X,2042-003X,False,True,P4310319869,Hindawi Publishing Corporation
S168360087,2042-4280,2042-4280,False,True,P4310319965,Springer Nature
S4210173632,2042-4841,2042-4841,False,False,,
S4210173632,2042-485X,2042-4841,False,False,,
S2764650763,2042-4868,2042-4868,False,True,P4360969362,Maxwell Scientific Publication Corp.
S2764650763,2042-4876,2042-4868,False,True,P4360969362,Maxwell Scientific Publication Corp.
S176318792,2042-4884,2042-4884,False,True,,
S176318792,2042-4892,2042-4884,False,True,,
S4210225997,2042-6348,2042-6348,False,False,P4310311588,Society for the History of Women in the Americas
S56146492,2042-6372,2042-6372,False,True,,
S24543137,2042-8189,1478-2715,False,True,P4310320017,SAGE Publishing
S1028571513,2043-0728,2043-0728,False,False,,
S29959626,2043-6262,2043-6262,False,True,P4310320083,IOP Publishing
S4210199532,2044-2459,2044-2459,False,False,,
S4210199532,2044-2467,2044-2459,False,False,,
S101419675,2044-4362,2044-4362,False,False,P4310319869,Hindawi Publishing Corporation
S2738730426,2044-7248,2044-7248,False,True,P4310320256,BioMed Central
S2765045075,2045-3329,2045-3329,False,True,P4310319900,Springer Science+Business Media
S4210175737,2045-5380,2045-5380,False,True,P4310320256,BioMed Central
S164834453,2045-824X,2045-824X,False,True,P4310320256,BioMed Central
S2764726520,2045-9912,2045-9912,False,True,P4310320448,Medknow
S4210196916,2046-1682,2046-1682,False,True,P4310320256,BioMed Central
S2739114501,2046-2530,2046-2530,False,True,P4310319900,Springer Science+Business Media
S4210203453,2046-9063,2046-9063,False,True,P4310320256,BioMed Central
S2739124228,2046-9292,2046-9292,False,True,P4310311704,Foundation of Nursing Studies
S4210217826,2047-1440,2047-1440,False,True,P4310320256,BioMed Central
S4210178793,2047-2501,2047-2501,False,True,P4310319965,Springer Nature
S4210219836,2048-0040,2048-0040,False,True,P4310320017,SAGE Publishing
S4210232739,2048-7010,2048-7010,True,True,P4310320256,BioMed Central
S2764587058,2048-7177,2048-7177,True,True,P4310320595,Wiley
S4210226177,2049-0801,2049-0801,False,True,P4310318547,Wolters Kluwer
S2764491276,2049-1115,2049-1115,False,True,P4310311882,HAU-N.E.T
S4210209947,2049-4092,2049-4092,False,False,P4310320322,De Gruyter Open
S4210237881,2049-6869,2049-6869,False,True,,
S4210235238,2049-8128,2049-8128,False,True,P4310320340,UCL Press
S2737816655,2049-9027,2049-9027,False,False,,
S4210228358,2049-9256,2049-9256,False,True,P4310320256,BioMed Central
S2764480684,2050-5736,2050-5736,False,True,P4310320256,BioMed Central
S2764867013,2050-7399,2050-7399,False,True,P4324341411,ExcelingTech Publishers
S4210192211,2050-778X,2050-778X,False,False,P4310321110,University of Edinburgh
S2764867013,2051-3771,2050-7399,False,True,P4324341411,ExcelingTech Publishers
S4210168151,2051-7580,0482-3206,False,True,P4310320631,Royal Medical Society
S2737291473,2051-848X,2051-848X,True,False,P4310311764,Academy of Business & Retail Management
S2737291473,2051-8498,2051-848X,True,False,P4310311764,Academy of Business & Retail Management
S2738849190,2052-1839,2052-1839,False,True,P4310319900,Springer Science+Business Media
S4210210681,2052-336X,2052-336X,False,True,P4310319972,Springer International Publishing
S2764412613,2052-4374,2052-4374,True,True,P4310320256,BioMed Central
S4210204470,2052-4412,2052-4412,False,True,P4310320595,Wiley
S2737483542,2052-4994,2052-4994,False,True,P4310311864,NobleResearch Publishers
S4210191136,2052-8426,2052-8426,False,True,P4310320256,BioMed Central
S2764434448,2052-9538,2052-9538,False,True,P4310319900,Springer Science+Business Media
S64717833,2053-0684,1798-4769,False,True,P4323972591,Academy Publication
S2764382321,2053-0692,1799-2591,False,False,P4323972591,Academy Publication
S2736462396,2053-2393,2053-2393,False,True,P4310319900,Springer Science+Business Media
S2737456102,2053-3721,2053-3721,False,True,P4310320497,Microbiology Society
S4210216718,2053-6844,2053-6844,False,True,P4310320256,BioMed Central
S4210175048,2053-7565,2053-7565,False,True,P4310320256,BioMed Central
S4210207911,2053-8871,2053-8871,False,True,P4310320256,BioMed Central
S2739252904,2054-1953,2054-1953,True,False,P4310311832,Royal Conservatoire of Scotland
S2739252904,2054-1961,2054-1953,True,False,P4310311832,Royal Conservatoire of Scotland
S2737788656,2054-314X,2054-314X,False,True,P4310319900,Springer Science+Business Media
S4210232941,2054-703X,2054-703X,False,True,P4310320595,Wiley
S4210176490,2054-7072,2054-7072,False,True,P4310320256,BioMed Central
S2736365724,2054-7099,2054-7099,False,True,P4310320256,BioMed Central
S2738495325,2054-7102,2054-7102,True,True,P4310320511,Ubiquity Press
S4210182395,2054-9040,2054-9040,False,True,P4310319900,Springer Science+Business Media
S4210180513,2055-0316,2055-0316,False,True,P4310320547,Taylor & Francis
S4210175124,2055-0758,2055-0758,False,True,P4310320547,Taylor & Francis
S4210197197,2055-222X,2055-222X,False,True,,
S4210210080,2055-4788,2055-4788,False,True,P4310319900,Springer Science+Business Media
S2736443798,2055-5792,2055-5792,False,True,P4310319900,Springer Science+Business Media
S4210208419,2055-6128,2055-6128,False,False,,
S4210178795,2055-7094,2055-7094,False,True,P4310311721,Cambridge University Press
S2764980166,2056-5917,2056-5917,False,True,P4310320256,BioMed Central
S2736868693,2056-6115,2056-6115,False,True,P4310320256,BioMed Central
S4210173216,2056-7251,2056-7251,False,True,P4310320256,BioMed Central
S4210171611,2056-9793,2056-9793,False,True,P4310311619,University of Lincoln
S4210207709,2057-178X,2057-178X,False,True,P4310320017,SAGE Publishing
S2736960893,2057-570X,2057-570X,False,False,P4310311821,Coventry University
S4210222238,2057-6730,2057-6730,True,False,P4310311844,Winchester University Press
S4210192438,2058-3273,2058-3273,False,True,P4310320595,Wiley
S2736142517,2058-5985,2058-5985,False,True,P4310311647,University of Oxford
S4210211213,2059-3007,2059-3007,False,True,P4310311624,Wichtig International Limited
S4210192369,2059-5166,2059-5166,False,True,P4310319900,Springer Science+Business Media
S2764612849,2059-5727,1175-8708,False,True,P4310319811,Emerald Publishing Limited
S4210190985,2059-7002,2059-7002,False,True,P4310320017,SAGE Publishing
S2738875203,2059-7347,2059-7347,False,True,P4310319900,Springer Science+Business Media
S2738808201,2060-0305,2060-0305,True,False,P4310315471,Mordon Bt.
S2738808201,2060-4475,2060-0305,True,False,P4310315471,Mordon Bt.
S2764955161,2061-862X,2061-862X,False,True,,
S2764801996,2062-509X,2062-509X,False,True,P4310320364,Akadémiai Kiadó
S2764801996,2062-8633,2062-509X,False,True,P4310320364,Akadémiai Kiadó
S2737572108,2063-5346,2063-5346,False,False,P4310315421,Deuton-X
S160800360,2064-2687,1785-8860,False,True,P4310315431,Óbuda University
S2739005056,2065-0574,2065-0574,False,False,P4310314700,"Mirton Publishing House, Timisoara"
S2764858393,2065-0817,2065-0817,True,False,P4310314693,Editura Universitatii din Oradea
S2764858393,2065-1198,2065-0817,True,False,P4310314693,Editura Universitatii din Oradea
S4210182396,2065-9571,1221-079X,True,False,P4310314690,Cluj University Press
S2736314069,2066-561X,2066-561X,True,False,P4310314657,University of Bacău
S2738345359,2066-575X,2066-575X,False,False,P4310314620,Ștefan cel Mare University of Suceava
S4387281246,2066-5997,2066-5997,False,False,,
S4387281246,2066-6594,2066-5997,False,False,,
S2739373047,2066-7329,2066-7329,False,False,,
S2764717909,2066-7620,2066-7620,False,False,,
S2764743732,2066-7655,2066-7655,False,False,,
S4387287482,2067-113X,2067-113X,False,False,,
S4210170388,2067-1725,2067-225X,True,False,,
S4210170388,2067-225X,2067-225X,True,False,,
S4210169493,2067-3957,2068-0473,True,False,P4310314622,EduSoft publishing house
S2765018114,2067-4074,2067-4074,False,False,,
S4387287482,2067-5690,2067-113X,False,False,,
S4210185478,2067-757X,1453-4541,False,False,,
S2737434420,2067-8177,2067-8177,True,True,P4310314606,EduSoft Publishing Bacau
S2739373047,2067-9270,2066-7329,False,False,,
S2737205148,2067-9440,2067-9440,False,False,P4310314651,Valahia University of Târgoviște
S2738308959,2068-0236,2068-0236,False,False,,
S4210169493,2068-0473,2068-0473,True,False,P4310314622,EduSoft publishing house
S2736900113,2068-3537,2068-3537,False,False,P4310314716,Aurel Vlaicu University Editing House
S2764393531,2068-4673,2068-4673,False,False,,
S2764393531,2068-4738,2068-4673,False,False,,
S4210182886,2068-6609,2068-6609,True,False,P4310314620,Ștefan cel Mare University of Suceava
S2764544181,2068-7249,1843-763X,False,True,,
S4210219880,2068-8245,2068-8245,False,False,P4310313990,De Gruyter
S2736915498,2068-9403,2068-9403,True,False,P4310314714,Regional Department of Defense Resources Management Studies
S2764408256,2069-3230,2069-3230,True,False,P4310314643,Bucharest Academy of Economic Studies Publishing House
S4210189125,2069-5837,2069-5837,False,True,,
S2764799149,2069-5934,2069-5934,False,True,,
S4210231050,2069-7597,2069-7597,True,False,P4310314555,"Romanian Association of Balneology, Editura Balneara"
S4210231050,2069-7619,2069-7597,True,False,P4310314555,"Romanian Association of Balneology, Editura Balneara"
S4210205901,2069-9239,2069-9239,True,False,P4310314571,Editura Universității din București
S2738308959,2069-9387,2068-0236,False,False,,
S4210229783,2070-4798,2070-4798,False,False,P4310312757,Naberezhnye Chelny State Pedagogical University
S4210203696,2070-5379,2070-5379,True,False,,
S4210171625,2070-8246,2070-8246,False,False,P4310318969,Universidad de San Carlos de Guatemala
S4210171327,2070-836X,2070-836X,True,False,P4310318215,"Universidad Nacional de Ancash ""Santiago Antunez de Mayolo"""
S2739306321,2070-9781,2070-9781,True,False,P4310312679,ABV-press
S2764856044,2071-0305,2071-0305,True,False,,
S2764696394,2071-0917,2071-0917,False,False,,
S10134376,2071-1050,2071-1050,False,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210213249,2071-2162,2071-2162,False,False,P4310321518,African Journals OnLine
S4210187820,2071-257X,2071-257X,False,False,P4310319227,Editorial Universitaria UNAN León
S4210218468,2071-4602,1996-6741,True,False,P4310315333,South African Heart Association
S2764856044,2071-4726,2071-0305,True,False,,
S4210218942,2071-7024,2071-7024,False,False,P4310311045,"ELEWA BIOSCIENCES, F.a.C.T.LTD"
S2736899834,2071-8713,2071-8713,True,False,P4310312670,UP Print
S4210202583,2071-8748,2071-8748,True,False,,
S4210192813,2072-0920,2072-0920,True,False,,
S2764915657,2072-473X,2072-473X,False,False,,
S2764915657,2072-4748,2072-473X,False,False,,
S2737860738,2072-6414,2072-6414,True,False,P4310312823,Institute of Economics of the Urals Branch of the Russian Academy of Sciences
S110785341,2072-6643,2072-6643,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S168415115,2072-6694,2072-6694,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210186935,2072-7623,1815-4964,False,False,,
S4210213249,2072-7992,2071-2162,False,False,P4310321518,African Journals OnLine
S4210211026,2072-8352,2072-8352,True,False,,
S4210222301,2072-8387,2072-8387,True,False,,
S4210170654,2072-8514,2072-8514,True,False,,
S4210187133,2072-8522,2072-8522,True,False,,
S4210187067,2072-8530,2072-8530,True,False,,
S2765063649,2073-073X,2073-073X,True,False,P4310321518,African Journals OnLine
S2764971501,2073-2740,2073-2740,False,False,P4310315354,Iziko South African Museum
S2736594168,2073-2759,2073-2759,False,False,P4310318995,Academia Nacional de Seguridad Pública
S2738539744,2073-4344,2073-4344,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S123288148,2073-4360,2073-4360,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S194631498,2073-4425,2073-4425,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S134216166,2073-4441,2073-4441,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4387280972,2073-7629,2073-7629,True,True,,
S2764436554,2073-9729,2073-9729,False,True,P4310319364,Academy of Taiwan Information Systems Research
S4210195015,2073-9745,2073-9745,False,False,P4310312669,Sochi State University
S2912271296,2073-9826,2073-9826,False,True,P4310319333,Tamkang University
S4210223481,2074-0492,2074-0492,True,False,,
S4210171491,2074-0565,1818-331X,True,False,P4310321422,"Institute for Nuclear Research, National Academy of Sciences of Ukraine"
S4210238818,2074-7306,2074-7306,False,False,,
S2483513740,2074-9007,2074-9007,False,True,,
S2483513740,2074-9015,2074-9007,False,True,,
S2477777830,2074-9023,2074-9031,False,True,,
S2477777830,2074-9031,2074-9031,False,True,,
S4210172733,2074-904X,2074-904X,False,True,,
S4210172733,2074-9058,2074-904X,False,True,,
S2480669183,2074-9074,2074-9074,False,True,,
S2480669183,2074-9082,2074-9074,False,True,,
S2501737937,2074-9090,2074-9090,False,True,,
S2501737937,2074-9104,2074-9090,False,True,,
S2500184344,2075-0161,2075-0161,False,True,,
S2500184344,2075-017X,2075-0161,False,True,,
S2737336974,2075-163X,2075-163X,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S2736780684,2075-4426,2075-4426,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S2737643137,2075-5287,2075-5287,False,False,,
S4210214077,2075-6240,2075-6240,False,True,,
S2738407129,2075-8359,1022-1301,False,False,P4310318784,Asociación Latinoamericana de Producción Animal
S2738232315,2075-8545,2075-8545,True,False,P4310312702,"OOO ""CNT «NanoStroitelstvo»"
S4210219920,2075-907X,2075-907X,False,True,,
S4306527781,2075-9479,2075-9479,False,False,,
S2506422076,2076-1449,2076-1449,False,True,,
S2764930207,2076-2895,2076-2895,False,False,,
S2764930207,2076-2909,2076-2895,False,False,,
S4210187256,2076-3298,2076-3298,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S2738241712,2076-3905,2076-3905,False,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210184731,2076-4103,2076-4103,False,False,P4310312658,Omsk State University
S4210171288,2076-4243,2076-4243,False,False,,
S2764727883,2076-5061,2076-5061,False,True,,
S4210226136,2076-5843,2076-5843,False,False,,
S2506422076,2076-9539,2076-1449,False,True,,
S2737969411,2077-0383,2077-0383,True,True,P4310310987,Multidisciplinary Digital Publishing Institute
S2738841077,2077-0464,2077-0464,False,False,P4310318689,Society for Scientific Research
S2738561021,2077-1770,2077-1770,True,False,P4310312791,Naučno-innovacionnyj Centr
S121872464,2077-2025,1994-540X,False,False,,
S186845296,2077-2033,1992-1470,False,False,,
S79745274,2077-2041,1994-7879,False,True,,
S5626948,2077-2122,1994-5426,False,False,,
S105028133,2077-2246,1994-7933,False,False,,
S2764888548,2077-4907,2077-4907,True,False,P4310321518,African Journals OnLine
S2765072128,2077-6772,2077-6772,False,False,P4310322434,Sumy State University
S2737196527,2078-1520,2078-1520,False,True,P4310320990,Elsevier BV
S2739286190,2078-5429,2078-5429,False,False,P4310312693,Humanities Perspectives
S4210226000,2078-6069,1814-5892,True,False,,
S4210170272,2078-7081,2078-7081,False,False,,
S4210187115,2078-8975,2078-8975,True,False,P4310312648,Kemerovo State University
S4210187115,2078-8983,2078-8975,True,False,P4310312648,Kemerovo State University
S4210195509,2078-9424,2078-9424,False,False,P4310318225,Universidad del Pacifico
S4210238210,2079-0023,2079-0023,True,False,P4310322073,"National Technical University ""Kharkiv Polytechnic Institute"""
S4210209703,2079-0031,2079-0031,False,False,P4310322073,"National Technical University ""Kharkiv Polytechnic Institute"""
S4220651907,2079-097X,2079-097X,True,False,,
S4210176877,2079-1690,2079-1690,False,False,,
S4210173582,2079-2115,2079-2115,True,False,,
S4210173582,2079-2123,2079-2115,True,False,,
S2736662123,2079-2883,0303-1896,True,False,,
S4210232234,2079-2999,2079-2999,False,False,,
S4306504977,2079-3146,1560-5876,False,False,,
S4210170214,2079-5459,2079-5459,False,False,P4310322073,"National Technical University ""Kharkiv Polytechnic Institute"""
S4210205742,2079-6412,2079-6412,False,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210197765,2079-6617,2079-6617,True,False,P4310312644,Moscow State University
S4210194135,2079-7567,2079-7567,True,False,P4310318515,Coimbra University Press
S4210184549,2079-8725,2079-8725,True,False,P4310312855,"Federal State Budgetary Scientific Institution “Agricultural Research Center “Donskoy”"""
S4210184549,2079-8733,2079-8725,True,False,P4310312855,"Federal State Budgetary Scientific Institution “Agricultural Research Center “Donskoy”"""
S4210195376,2080-2145,2080-2145,False,True,,
S4210228274,2080-4806,2080-4806,False,True,,
S4210228274,2080-4873,2080-4806,False,True,,
S2736307501,2080-5187,2080-5187,False,False,P4310320322,De Gruyter Open
S57999394,2080-945X,1897-2810,False,False,P4310320322,De Gruyter Open
S4210191679,2081-0644,2081-0644,False,False,P4310317456,West Pomeranian University of Technology
S4210179827,2081-1284,2300-5378,False,False,P4310317456,West Pomeranian University of Technology
S2764771993,2081-1640,2081-1640,True,False,P4310317425,Foundation Pro Scientia Publica
S2764894068,2081-237X,2083-8441,False,True,,
S2764538546,2081-7452,2081-7452,False,False,,
S2737250204,2082-2863,2082-2863,False,False,P4310317445,Foundation for Young Scientists
S2738603307,2082-9019,2082-9019,False,False,P4310317446,University of Wrocław
S4210228361,2082-9876,2082-9876,False,False,,
S4210195564,2083-1331,2083-134X,False,True,P4310320322,De Gruyter Open
S4210195564,2083-134X,2083-134X,False,True,P4310320322,De Gruyter Open
S2764651963,2083-1617,2083-1617,False,False,P4310317397,Index Copernicus International S.A.
S2738140022,2083-2214,2083-2214,False,True,P4310317314,Main Board of Association of Polish Surveyors
S4210184648,2083-3628,1732-1360,False,False,P4310320322,De Gruyter Open
S199350277,2083-4535,1429-7426,True,False,P4310320322,De Gruyter Open
S134638896,2083-4799,1730-2439,False,True,P4310313990,De Gruyter
S2764536579,2083-4829,0044-2011,False,False,P4310320322,De Gruyter Open
S4210175776,2083-599X,1429-3862,False,True,P4310320322,De Gruyter Open
S54202294,2083-6090,0079-4740,False,False,P4310320322,De Gruyter Open
S2764651963,2083-6260,2083-1617,False,False,P4310317397,Index Copernicus International S.A.
S2764813217,2083-6759,2083-6759,False,False,P4310320333,Wydawnictwa AGH
S4210188639,2083-7410,0365-1118,False,False,P4310317260,University of Life Sciences in Lublin
S2764916157,2083-828X,1509-2046,False,True,,
S113570169,2083-8298,1732-4254,False,False,P4310320322,De Gruyter Open
S81195867,2083-8387,1641-1307,False,True,P4310317355,Bogucki Wydawnictwo Naukowe
S2764894068,2083-8441,2083-8441,False,True,,
S4210196487,2083-8972,2083-8972,False,False,,
S2736837245,2084-6312,1505-7054,False,False,P4310317428,Institute of Occupational Medicine and Environmental Health
S2737188263,2084-6819,2084-6819,False,True,P4310320322,De Gruyter Open
S2737122430,2084-6843,2084-6843,False,True,P4310320322,De Gruyter Open
S2737545593,2084-7203,2084-7203,False,True,P4310320322,De Gruyter Open
S2736901517,2084-8803,2084-8803,False,True,P4310320322,De Gruyter Open
S2738188034,2084-8846,2084-8846,False,True,P4310320322,De Gruyter Open
S2736511911,2084-9338,2084-9338,False,False,P4310317415,Library of Rzeszow University
S4210235698,2085-1243,2085-1243,True,False,P4310315177,Indonesia University of Education
S4210185744,2085-1367,2085-1367,False,False,P4310314934,LPPM Universitas Potensi Utama
S4210196614,2085-1596,2085-1596,False,False,P4310314909,Muhammadiyah University of Pontianak
S4210173148,2085-1618,2085-1618,False,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S4210239273,2085-1669,2085-1669,False,False,P4310315125,Muhammadiyah University of Jakarta
S4210170562,2085-1979,2085-1979,True,False,P4310315070,Tarumanagara University
S2736699565,2085-2118,2085-2118,False,False,P4310314970,STAIN Ponorogo
S4210188896,2085-3688,2085-3688,True,False,P4310314976,LPPM Institut Teknologi Telkom Purwokerto
S4210229226,2085-3815,2085-3815,False,False,P4310315180,STAIFAS-Press
S2764750126,2085-4102,2085-4102,False,False,P4310315181,"Ministry of Health of Indonesia, National Institute of Health Research and Development, Unit of Vector Borne Diseases Control, C"
S2764789573,2085-4323,2085-4323,True,False,P4310315018,"Ministry of Home Affairs, Research and Development Agency"
S4210175521,2085-644X,2085-644X,False,False,P4310314935,Sekolah Tinggi Agama Islam Negeri (STAIN) Kudus
S4210211446,2085-6695,2085-6695,False,False,,
S4210232905,2085-675X,2085-675X,False,False,P4310315050,National Institute of Health Research and Development
S4210192548,2085-8019,2085-8019,True,False,P4310315183,Institut Agama Islam Negeri (IAIN) Batusangkar
S4210179444,2085-8345,2085-8345,False,False,P4310315061,Muhammadiyah University Press
S4210232906,2085-868X,2085-868X,False,False,P4310315050,National Institute of Health Research and Development
S4210192262,2085-9686,2085-9686,False,False,P4310314966,Universitas Terbuka
S4210198048,2086-0064,2086-0064,False,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S2738053758,2086-0382,2086-0382,True,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S4210175670,2086-1346,2086-1346,False,False,P4310315050,National Institute of Health Research and Development
S2738224989,2086-1710,2086-1710,False,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S2738669379,2086-2636,2086-2636,False,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S4210168974,2086-308X,2086-308X,True,False,P4310315302,Institut Seni Indonesia (ISI) Surakarta
S4210169187,2086-3632,2086-3632,False,False,P4310315028,LP2M IAIN Samarinda
S4210180404,2086-3918,2086-3918,False,False,P4310315313,IAIN Syekh Nurjati Cirebon
S37610081,2086-4094,1978-3019,True,True,P4310314920,Bogor Institute of Agriculture
S4210223444,2086-4884,2086-4884,True,False,P4310315161,Lancang Kuning University
S4387278182,2086-5465,2086-5465,False,False,P4310315212,Jurusan Ilmu Komputer Universitas Negeri Semarang
S4210196142,2086-5481,2086-5481,True,False,P4310315211,Universitas PGRI Semarang
S4210187260,2086-5872,2086-5872,False,False,P4310315064,Institut Agama Islam Negeri Raden Intan Lampung
S4210191968,2086-6186,2086-6186,False,False,P4310315269,UIN Raden Intan Lampung
